id,phase,size,diac_component,meta,x,y
6_21-11h,21-11h,2,-1,PC*,-7.866685,-8.382056
7_21-11h,21-11h,2,-1,PC*,-3.756198,-2.8636901
9_21-11h,21-11h,16,61,MP*1,8.629984,3.594932
10_21-11h,21-11h,13,64,PC,-13.817031,9.147507
11_21-11h,21-11h,4,61,MP*1,6.7993197,3.8974364
12_21-11h,21-11h,2,-1,PC*,-6.739932,-6.0401416
1000_21-11h,21-11h,94,7,mixed,23.702465,3.167274
0_21-12h,21-12h,10,62,PSI*,-5.2075295,-9.32932
1_21-12h,21-12h,16,63,MP*2,3.9457817,1.3060329
3_21-12h,21-12h,16,61,MP*1,8.667365,3.6725152
5_21-12h,21-12h,4,65,MP*1,7.24448,3.1030185
14_21-12h,21-12h,10,-1,PSI*,-5.169605,-9.436452
11_21-12h,21-12h,9,-1,MP*2,3.6099105,1.8633881
1000_21-12h,21-12h,115,7,mixed,23.537683,4.8216505
0_21-13h,21-13h,3,66,MP*2,3.1152086,0.94041646
4_21-13h,21-13h,3,-1,PSI*,-5.2352858,-9.893111
6_21-13h,21-13h,3,62,PSI*,-5.4380875,-9.425476
9_21-13h,21-13h,3,-1,MP*1,6.5233264,2.6425014
10_21-13h,21-13h,2,65,MP*1,7.3749485,3.6731954
12_21-13h,21-13h,2,-1,MP*1,7.1932583,2.7868795
1000_21-13h,21-13h,164,7,mixed,23.09032,8.00954
6_21-14h,21-14h,8,66,MP*2,3.942211,1.035902
1_21-14h,21-14h,4,-1,MP*2,3.1577206,1.0083501
3_21-14h,21-14h,4,67,MP*2,3.2826042,2.2050679
5_21-14h,21-14h,3,-1,MP*2,4.541733,3.7400959
7_21-14h,21-14h,2,-1,PC,-11.793905,7.6732965
8_21-14h,21-14h,2,-1,PC,-12.518584,8.122051
9_21-14h,21-14h,2,-1,PC,-12.517091,8.044593
10_21-14h,21-14h,2,-1,PC,-11.781589,7.9824095
11_21-14h,21-14h,2,-1,mixed,-3.838004,-3.1523423
12_21-14h,21-14h,2,68,PC*,-6.7622986,-5.963385
1000_21-14h,21-14h,149,7,mixed,23.22789,7.121588
0_21-15h,21-15h,2,68,PC*,-6.6197515,-6.025831
1_21-15h,21-15h,5,69,MP*1,6.7022448,2.6907334
2_21-15h,21-15h,2,70,PSI*,-5.498151,-10.08136
3_21-15h,21-15h,4,71,PSI*,-5.705246,-9.539206
5_21-15h,21-15h,2,72,PSI*,-7.3642077,-8.980139
6_21-15h,21-15h,2,67,MP*2,3.1895804,2.5718896
1000_21-15h,21-15h,163,7,mixed,23.09835,7.954995
0_21-16h,21-16h,2,67,MP*2,3.2518575,2.3670952
2_21-16h,21-16h,5,71,PSI*,-5.7661157,-9.730667
3_21-16h,21-16h,2,-1,MP*2,3.413977,1.6064384
4_21-16h,21-16h,2,69,MP*1,7.2998395,2.4612432
5_21-16h,21-16h,3,70,PSI*,-5.4536996,-10.17046
6_21-16h,21-16h,2,72,PSI*,-7.3505015,-9.072748
7_21-16h,21-16h,2,-1,PSI*,-4.104831,-5.6821203
8_21-16h,21-16h,2,-1,PSI*,-4.5756264,-10.190199
9_21-16h,21-16h,3,-1,PC*,-4.5441003,-3.7431498
1000_21-16h,21-16h,157,7,mixed,23.155264,7.5938945
1000_21-17h,21-17h,180,7,mixed,16.326103,-11.96252
1000_21-18h,21-18h,180,7,mixed,15.764919,-11.918507
1000_21-19h,21-19h,180,7,mixed,15.765654,-11.918878
1000_21-20h,21-20h,180,7,mixed,15.765534,-11.921485
1000_21-21h,21-21h,180,7,mixed,15.602708,-12.2967
1000_21-22h,21-22h,180,7,mixed,15.755508,-12.325285
1000_21-23h,21-23h,180,7,mixed,15.914796,-12.290951
1000_22-00h,22-00h,180,7,mixed,15.918576,-12.197407
1000_22-01h,22-01h,180,7,mixed,16.194138,-12.007478
1000_22-02h,22-02h,180,7,mixed,15.784022,-11.919588
1000_22-03h,22-03h,180,7,mixed,15.753296,-11.920629
1000_22-04h,22-04h,180,7,mixed,15.750474,-11.91985
0_22-05h,22-05h,2,-1,mixed,-12.21898,7.9779706
3_22-05h,22-05h,5,73,MP*1,7.1808157,2.8723586
2_22-05h,22-05h,3,74,PSI*,-6.0909953,-11.569739
4_22-05h,22-05h,2,-1,mixed,-5.622141,-9.989532
1000_22-05h,22-05h,168,7,mixed,23.06218,8.187719
5_22-06h,22-06h,11,73,MP*1,7.744214,3.5303867
23_22-06h,22-06h,11,75,PC,-14.455502,9.31804
3_22-06h,22-06h,15,-1,mixed,-5.677758,-8.238589
4_22-06h,22-06h,6,-1,MP*2,3.7679622,1.7987639
7_22-06h,22-06h,4,76,PSI*,-5.625596,-9.54222
9_22-06h,22-06h,12,-1,mixed,-6.0853767,-9.648264
14_22-06h,22-06h,4,77,mixed,-8.832688,-8.028222
17_22-06h,22-06h,7,78,PC,-12.067931,8.078304
18_22-06h,22-06h,2,-1,PC*,-6.9756875,-6.1178465
21_22-06h,22-06h,2,74,PSI*,-6.175296,-11.728692
22_22-06h,22-06h,2,-1,MP*2,3.3898482,1.8828286
24_22-06h,22-06h,2,79,MP*1,5.976981,3.0412683
1000_22-06h,22-06h,102,7,mixed,23.637148,3.8442907
0_22-07h,22-07h,2,79,MP*1,5.887893,3.1544302
1_22-07h,22-07h,2,-1,PSI*,-5.1830206,-9.483495
6_22-07h,22-07h,5,74,PSI*,-6.4985633,-11.284726
3_22-07h,22-07h,6,78,PC,-12.273338,7.991472
4_22-07h,22-07h,7,75,PC,-14.452848,9.451125
5_22-07h,22-07h,3,77,PSI*,-5.239897,-10.442731
9_22-07h,22-07h,6,80,MP*1,9.227756,4.9158735
18_22-07h,22-07h,4,75,PC,-12.900637,8.2865505
11_22-07h,22-07h,3,76,PSI*,-5.87274,-9.660999
13_22-07h,22-07h,2,-1,PSI*,-4.2011952,-5.764093
14_22-07h,22-07h,3,-1,PSI*,-5.61422,-10.137698
15_22-07h,22-07h,2,-1,MP*1,6.6560264,3.4777577
16_22-07h,22-07h,2,-1,MP*1,6.5384736,2.4885287
20_22-07h,22-07h,2,77,PC*,-8.972708,-7.7504535
21_22-07h,22-07h,2,-1,PC,-12.031492,9.791674
1000_22-07h,22-07h,129,7,mixed,23.424463,5.837208
0_22-08h,22-08h,19,80,MP*1,8.961117,4.16424
6_22-08h,22-08h,16,78,PC,-12.858925,8.546403
16_22-08h,22-08h,22,-1,PSI*,-6.1116557,-8.566471
20_22-08h,22-08h,13,81,MP*1,6.6846466,4.720419
19_22-08h,22-08h,9,-1,MP*2,3.9556038,1.8519303
11_22-08h,22-08h,19,74,PSI*,-6.5818987,-11.0787325
14_22-08h,22-08h,11,75,PC,-14.572882,9.563416
22_22-08h,22-08h,5,-1,PC*,-12.728049,7.041843
18_22-08h,22-08h,5,82,MP*2,3.2855022,3.418946
24_22-08h,22-08h,2,-1,PC*,-7.7168574,-8.761937
1000_22-08h,22-08h,59,7,mixed,23.80329,1.6818153
0_22-09h,22-09h,3,74,PSI*,-6.4533925,-10.079625
1_22-09h,22-09h,3,-1,PSI*,-7.2640386,-9.659929
2_22-09h,22-09h,5,74,PSI*,-6.2566195,-11.637324
3_22-09h,22-09h,2,83,PSI*,-5.740197,-9.683891
4_22-09h,22-09h,3,81,MP*1,6.2582436,4.6872654
5_22-09h,22-09h,3,84,PC,-13.003805,8.078086
7_22-09h,22-09h,3,-1,MP*1,9.224672,4.809012
8_22-09h,22-09h,3,75,PSI*,-3.9368582,-5.9480805
9_22-09h,22-09h,2,-1,MP*1,7.1449747,3.99253
10_22-09h,22-09h,2,85,PC*,-8.927926,-7.841838
11_22-09h,22-09h,2,-1,PC,-13.940765,8.809804
12_22-09h,22-09h,2,-1,PC,-12.303437,7.2375274
13_22-09h,22-09h,2,-1,MP*1,6.673986,3.752369
14_22-09h,22-09h,2,83,PSI*,-6.186391,-9.836636
15_22-09h,22-09h,2,-1,PC,-12.73522,7.820872
16_22-09h,22-09h,2,-1,PC,-12.043336,7.9504337
17_22-09h,22-09h,2,-1,PC,-12.204469,8.013919
18_22-09h,22-09h,3,82,MP*2,3.2386587,2.9437459
19_22-09h,22-09h,2,-1,PSI*,-4.2822757,-5.7933106
1000_22-09h,22-09h,132,7,mixed,23.413465,5.902565
0_22-10h,22-10h,25,86,MP*1,8.677676,4.0639215
1_22-10h,22-10h,13,74,PSI*,-6.369219,-10.981356
5_22-10h,22-10h,13,87,PC,-14.626361,9.480384
3_22-10h,22-10h,12,84,PC,-13.113986,8.409983
2_22-10h,22-10h,5,-1,PSI*,-6.8382854,-9.420127
7_22-10h,22-10h,2,85,PC*,-8.911342,-7.8900595
8_22-10h,22-10h,3,83,PSI*,-6.117403,-9.783256
9_22-10h,22-10h,7,88,MP*2,3.8313277,1.8726577
10_22-10h,22-10h,3,82,MP*2,3.262349,3.3922493
1000_22-10h,22-10h,97,7,mixed,23.654623,3.6814458
12_22-11h,22-11h,14,86,MP*1,8.971416,4.7368155
2_22-11h,22-11h,2,-1,PSI*,-6.2459354,-11.719915
4_22-11h,22-11h,3,89,PC*,-8.00961,-8.408772
7_22-11h,22-11h,16,84,PC,-13.189792,8.5356455
6_22-11h,22-11h,3,90,PC*,-7.6601186,-6.308507
17_22-11h,22-11h,7,82,PC,-13.170263,8.056985
9_22-11h,22-11h,2,-1,PC*,-3.8441963,-2.875937
10_22-11h,22-11h,4,-1,PC*,-5.862927,-4.179821
11_22-11h,22-11h,3,-1,PSI*,-6.3083844,-9.813681
28_22-11h,22-11h,4,91,PC*,-7.4086437,-4.2729387
14_22-11h,22-11h,7,-1,PSI*,-6.747175,-10.005991
16_22-11h,22-11h,10,82,PC,-12.384355,9.4116955
25_22-11h,22-11h,8,87,PC,-14.603597,9.516543
21_22-11h,22-11h,7,88,MP*2,3.7941906,1.8884867
23_22-11h,22-11h,2,92,PSI*,-5.5653033,-10.040251
24_22-11h,22-11h,2,-1,MP*1,5.871513,3.2546692
29_22-11h,22-11h,2,-1,MP*1,6.7365146,4.0902805
30_22-11h,22-11h,3,93,MP*1,7.1029916,3.9467707
31_22-11h,22-11h,2,85,PC*,-8.703994,-7.961254
1000_22-11h,22-11h,79,7,mixed,23.768078,2.2197301
0_22-12h,22-12h,8,86,MP*1,9.229291,4.9950204
2_22-12h,22-12h,10,82,PC,-13.141041,8.563456
3_22-12h,22-12h,6,90,PC*,-7.27345,-6.2661448
4_22-12h,22-12h,5,87,PC,-14.604577,9.612653
5_22-12h,22-12h,6,-1,PSI*,-6.1918073,-11.404765
8_22-12h,22-12h,2,85,PC*,-8.799679,-7.631129
9_22-12h,22-12h,3,89,PSI*,-7.575099,-8.793397
10_22-12h,22-12h,6,94,MP*1,5.997283,4.6621737
20_22-12h,22-12h,5,82,PC,-12.157808,9.83041
12_22-12h,22-12h,3,82,PC,-12.613758,7.8821
18_22-12h,22-12h,7,93,MP*1,7.188938,4.033127
17_22-12h,22-12h,2,92,PSI*,-5.668288,-10.0356655
19_22-12h,22-12h,3,91,PC*,-5.6971226,-3.98054
1000_22-12h,22-12h,114,7,mixed,23.559748,4.6239996
0_22-13h,22-13h,6,86,MP*1,9.257678,5.0711255
1_22-13h,22-13h,7,87,PC,-14.632316,9.444719
2_22-13h,22-13h,7,82,PC,-12.289432,9.788982
3_22-13h,22-13h,5,82,PC,-12.60802,8.009532
4_22-13h,22-13h,3,94,MP*1,6.31448,4.8997645
6_22-13h,22-13h,10,82,PC,-13.018993,8.321275
8_22-13h,22-13h,2,94,MP*1,6.397429,4.294377
1000_22-13h,22-13h,140,7,mixed,23.348331,6.3611426
0_22-14h,22-14h,4,86,MP*1,9.2042055,5.1295953
6_22-14h,22-14h,12,82,PC,-13.185305,8.455098
4_22-14h,22-14h,12,82,PC,-14.078431,8.569531
3_22-14h,22-14h,2,-1,MP*2,-3.646704,-2.7245343
11_22-14h,22-14h,6,82,PC,-12.260722,9.866125
8_22-14h,22-14h,3,-1,MP*1,7.2479243,4.56324
12_22-14h,22-14h,4,87,PC,-14.866948,9.439205
15_22-14h,22-14h,2,-1,MP*1,6.5764575,4.1775446
16_22-14h,22-14h,2,-1,PSI*,-6.17949,-11.803637
17_22-14h,22-14h,2,-1,PC*,-7.7270265,-8.574274
18_22-14h,22-14h,2,-1,PC*,-7.609523,-6.2817297
19_22-14h,22-14h,2,94,MP*1,6.1475344,4.898486
20_22-14h,22-14h,2,94,MP*1,5.9285336,5.586309
1000_22-14h,22-14h,125,7,mixed,23.436752,5.7315726
0_22-15h,22-15h,6,82,PC,-12.288857,9.8052845
1_22-15h,22-15h,2,-1,MP*2,3.452462,1.9392685
2_22-15h,22-15h,5,82,PC,-13.295196,7.961213
4_22-15h,22-15h,3,95,PSI*,-6.5321116,-10.250291
5_22-15h,22-15h,4,-1,PC*,-7.538616,-9.2336855
6_22-15h,22-15h,2,-1,PC*,-7.639375,-6.2129154
7_22-15h,22-15h,4,82,PC,-14.016862,8.125032
8_22-15h,22-15h,2,-1,PC*,-4.124794,-3.0461063
1000_22-15h,22-15h,152,7,mixed,23.184464,7.4020047
1_22-16h,22-16h,2,95,PSI*,-6.431605,-10.231964
2_22-16h,22-16h,3,82,PC,-12.334281,9.771663
6_22-16h,22-16h,3,82,PC,-13.652499,8.20084
7_22-16h,22-16h,2,82,PC,-12.899781,7.9571033
1000_22-16h,22-16h,170,7,mixed,23.068865,8.144787
0_22-17h,22-17h,2,-1,MP*2,3.0925732,4.014293
1000_22-17h,22-17h,178,7,mixed,15.825431,-11.863864
0_22-18h,22-18h,2,-1,PSI*,-6.669125,-10.340389
2_22-18h,22-18h,2,-1,PC*,-4.795884,-4.0346036
1000_22-18h,22-18h,176,7,mixed,15.918401,-12.024334
1000_22-19h,22-19h,180,7,mixed,15.766791,-11.916829
1000_22-20h,22-20h,180,7,mixed,15.766889,-11.930283
1000_22-21h,22-21h,180,7,mixed,15.766796,-11.917808
1000_22-22h,22-22h,180,7,mixed,15.764651,-11.916288
1000_22-23h,22-23h,180,7,mixed,15.78029,-11.918987
1000_23-00h,23-00h,180,7,mixed,15.747933,-11.915619
1000_23-01h,23-01h,180,7,mixed,15.762355,-11.917823
1000_23-02h,23-02h,180,7,mixed,15.628878,-11.937049
1000_23-03h,23-03h,180,7,mixed,15.212261,-12.049499
1000_23-04h,23-04h,180,7,mixed,15.765577,-11.919962
0_23-05h,23-05h,6,-1,PSI*,-7.021295,-9.991554
2_23-05h,23-05h,2,96,PSI*,-6.1689363,-11.764986
3_23-05h,23-05h,3,97,MP*2,2.8917673,4.0102887
4_23-05h,23-05h,2,-1,MP*1,4.978515,3.8984594
1000_23-05h,23-05h,167,7,mixed,23.069883,8.139721
0_23-06h,23-06h,5,97,MP*2,2.9345913,3.9393177
1_23-06h,23-06h,9,98,PSI*,9.221034,5.134462
2_23-06h,23-06h,8,96,PSI*,-6.429785,-11.521382
3_23-06h,23-06h,11,99,MP*1,-13.276691,7.8313603
4_23-06h,23-06h,9,100,PC,-14.866588,9.297297
5_23-06h,23-06h,10,-1,MP*1,6.7770824,4.836654
6_23-06h,23-06h,2,101,mixed,-13.5516205,7.6921177
7_23-06h,23-06h,10,102,PSI*,-7.2183585,-10.193012
9_23-06h,23-06h,10,103,PC,-13.381732,8.470665
10_23-06h,23-06h,5,104,PC*,-8.731408,-7.858835
11_23-06h,23-06h,2,105,mixed,5.8145943,4.501907
12_23-06h,23-06h,2,-1,PSI*,-4.135897,-5.791058
13_23-06h,23-06h,2,106,MP*1,6.4876165,6.211031
14_23-06h,23-06h,2,107,MP*1,6.340742,4.6896152
15_23-06h,23-06h,2,108,PC*,-7.447527,-4.356897
1000_23-06h,23-06h,91,7,mixed,23.682043,3.3463066
0_23-07h,23-07h,2,106,MP*1,6.434633,6.2151766
2_23-07h,23-07h,5,98,MP*1,9.250808,5.2483854
3_23-07h,23-07h,3,99,PC,-13.486139,7.4633207
4_23-07h,23-07h,5,103,PC,-13.269953,7.847667
5_23-07h,23-07h,2,-1,MP*1,5.319469,8.020583
20_23-07h,23-07h,4,102,PSI*,-7.6209106,-10.383299
7_23-07h,23-07h,2,100,PC,-15.385405,9.251243
8_23-07h,23-07h,2,108,PC*,-7.4187293,-4.2912226
9_23-07h,23-07h,2,105,MP*1,6.5728846,4.0578966
13_23-07h,23-07h,8,96,PSI*,-6.475371,-11.432785
11_23-07h,23-07h,2,-1,PC,-13.632734,7.9778824
12_23-07h,23-07h,2,100,PC,-13.356623,7.4048276
14_23-07h,23-07h,2,107,MP*1,6.2622466,5.1181836
15_23-07h,23-07h,2,-1,MP*1,5.3849545,3.693076
16_23-07h,23-07h,3,-1,PSI*,-7.2553267,-9.160887
17_23-07h,23-07h,2,-1,MP*1,6.6714263,4.5085673
19_23-07h,23-07h,2,-1,PC,-13.430142,7.342787
21_23-07h,23-07h,2,101,MP*1,5.9973755,5.802999
22_23-07h,23-07h,2,104,PC*,-9.128737,-7.6449695
1000_23-07h,23-07h,126,7,mixed,23.41332,5.9251
0_23-08h,23-08h,24,-1,PC,-13.908067,8.463046
1_23-08h,23-08h,11,96,mixed,-6.8230524,-10.768542
2_23-08h,23-08h,17,102,PSI*,-7.351487,-10.498921
4_23-08h,23-08h,41,-1,MP*1,8.511292,5.0493636
5_23-08h,23-08h,6,100,PC,-15.250826,9.157113
6_23-08h,23-08h,3,-1,MP*2,3.0297437,4.164353
7_23-08h,23-08h,4,-1,PC*,-7.755592,-6.3640866
8_23-08h,23-08h,2,105,MP*1,6.463627,4.3368087
9_23-08h,23-08h,2,-1,MP*2,2.0862606,4.7395873
10_23-08h,23-08h,2,-1,PC*,-3.8137321,-2.8420322
11_23-08h,23-08h,3,109,PC*,-7.4105043,-4.3140635
12_23-08h,23-08h,2,104,PC*,-9.128083,-7.4999056
1000_23-08h,23-08h,63,7,mixed,23.797766,1.7840995
0_23-09h,23-09h,6,100,PC,-13.154457,7.8631473
6_23-09h,23-09h,5,-1,PSI*,-6.7282906,-10.62827
3_23-09h,23-09h,3,110,PSI*,-7.7076626,-10.438006
13_23-09h,23-09h,8,100,PC,-14.910591,9.523802
7_23-09h,23-09h,3,109,PC*,-7.4139743,-4.325592
8_23-09h,23-09h,3,111,MP*1,6.442872,5.8401456
15_23-09h,23-09h,4,112,PSI*,-6.8985863,-11.266482
10_23-09h,23-09h,3,113,MP*1,4.9158244,4.9370804
11_23-09h,23-09h,5,114,MP*1,9.1767435,5.413501
14_23-09h,23-09h,3,115,PC,-13.610403,7.4641814
17_23-09h,23-09h,2,105,MP*1,6.653155,4.1030264
1000_23-09h,23-09h,135,7,mixed,23.383352,6.1426277
0_23-10h,23-10h,14,116,PSI*,-7.4737935,-10.7093935
1_23-10h,23-10h,6,100,PC,-13.220622,8.029598
2_23-10h,23-10h,14,110,mixed,-7.4608603,-10.178272
3_23-10h,23-10h,6,109,PC*,-7.4263754,-4.204095
4_23-10h,23-10h,14,114,MP*1,8.658175,5.8092723
10_23-10h,23-10h,13,100,PC,-14.812023,9.000089
7_23-10h,23-10h,2,115,PC,-13.7338505,7.289441
8_23-10h,23-10h,3,113,MP*1,4.906438,5.1956425
9_23-10h,23-10h,7,111,MP*1,6.439581,5.6277094
11_23-10h,23-10h,2,112,PSI*,-6.2780356,-11.797575
12_23-10h,23-10h,3,112,PSI*,-7.966465,-9.864423
13_23-10h,23-10h,2,-1,MP*2,3.764203,5.0801177
14_23-10h,23-10h,4,-1,MP*2,2.8722026,4.033601
15_23-10h,23-10h,2,-1,MP*1,7.4920163,4.893051
17_23-10h,23-10h,9,-1,MP*2,4.597392,3.2634087
18_23-10h,23-10h,2,-1,MP*1,6.269757,5.999192
1000_23-10h,23-10h,77,7,mixed,23.77649,2.0824773
4_23-11h,23-11h,19,116,PSI*,-7.096635,-10.886887
1_23-11h,23-11h,15,-1,MP*1,6.7013745,5.86821
2_23-11h,23-11h,5,117,PC,-15.380704,9.074697
3_23-11h,23-11h,20,100,PC,-14.431023,8.500593
5_23-11h,23-11h,25,-1,MP*1,8.102746,5.793435
6_23-11h,23-11h,2,118,PC,-13.234269,6.1483836
7_23-11h,23-11h,4,119,PSI*,-8.12847,-10.515698
8_23-11h,23-11h,3,-1,PC*,-8.449171,-6.0594735
9_23-11h,23-11h,5,109,PC*,-7.8157067,-4.4958186
10_23-11h,23-11h,2,-1,MP*2,4.090255,5.420905
1000_23-11h,23-11h,80,7,mixed,23.748611,2.4703352
4_23-12h,23-12h,4,-1,PC,-14.143518,8.320311
1_23-12h,23-12h,2,-1,PC,-12.375955,9.802965
2_23-12h,23-12h,2,118,PC,-12.99676,6.493791
20_23-12h,23-12h,4,120,MP*1,7.8476753,5.606064
5_23-12h,23-12h,2,-1,PSI*,-8.553924,-9.538493
6_23-12h,23-12h,3,117,PC,-15.493895,9.132362
7_23-12h,23-12h,3,-1,PC,-13.478857,7.400587
8_23-12h,23-12h,2,121,MP*2,2.1453977,4.666247
9_23-12h,23-12h,4,119,PSI*,-7.6808033,-10.442753
10_23-12h,23-12h,2,-1,PSI*,-8.546881,-9.34806
11_23-12h,23-12h,3,-1,PC,-13.443492,7.784046
12_23-12h,23-12h,2,-1,PSI*,-8.652858,-9.561812
13_23-12h,23-12h,2,-1,PC,-13.377227,7.6750026
18_23-12h,23-12h,7,-1,MP*2,3.1662776,4.570877
15_23-12h,23-12h,2,119,PSI*,-8.119776,-10.294264
16_23-12h,23-12h,2,-1,PC*,-9.297949,-7.2820463
17_23-12h,23-12h,3,122,MP*2,3.8768477,4.729187
19_23-12h,23-12h,2,-1,MP*1,5.9174523,5.687535
21_23-12h,23-12h,2,-1,PC,-13.767352,7.0769114
1000_23-12h,23-12h,127,7,mixed,23.44763,5.632099
3_23-13h,23-13h,22,123,PC,-14.7900915,8.5977125
2_23-13h,23-13h,6,122,MP*2,3.551449,4.6866655
15_23-13h,23-13h,15,120,MP*1,7.9895854,6.0792184
5_23-13h,23-13h,13,124,mixed,6.358263,5.75193
10_23-13h,23-13h,21,125,PC*,-7.1829934,-8.179744
8_23-13h,23-13h,2,121,MP*2,2.2598238,4.6982164
9_23-13h,23-13h,2,-1,PSI*,-3.6654155,-2.705103
13_23-13h,23-13h,2,119,PSI*,-8.052596,-10.591407
16_23-13h,23-13h,2,-1,MP*1,4.7663875,5.4054766
18_23-13h,23-13h,2,-1,PC*,-8.151737,-4.734068
1000_23-13h,23-13h,93,7,mixed,23.676893,3.4312775
0_23-14h,23-14h,2,126,PC*,-9.25697,-6.6107564
1_23-14h,23-14h,7,123,PC,-14.947072,8.698224
3_23-14h,23-14h,2,-1,PC,-13.811692,8.067185
4_23-14h,23-14h,5,124,MP*1,6.920808,4.958558
6_23-14h,23-14h,2,-1,PC,-13.283858,7.6798563
7_23-14h,23-14h,8,124,MP*1,6.622635,6.0799665
8_23-14h,23-14h,2,-1,PC,-13.47398,7.153899
9_23-14h,23-14h,2,-1,PC,-12.467444,9.821389
10_23-14h,23-14h,3,-1,MP*2,-8.712693,-10.893403
12_23-14h,23-14h,2,-1,PC*,-11.0198345,-6.071569
13_23-14h,23-14h,3,-1,PC*,-11.109748,-5.934933
15_23-14h,23-14h,7,125,PC*,-7.941662,-6.505458
18_23-14h,23-14h,2,127,MP*2,2.7334306,4.555269
19_23-14h,23-14h,2,128,PC,-14.204406,7.5838118
1000_23-14h,23-14h,131,7,mixed,23.40738,5.953904
0_23-15h,23-15h,11,124,MP*1,7.552578,5.812222
1_23-15h,23-15h,7,128,PC,-13.949519,7.739229
2_23-15h,23-15h,4,123,PC,-13.840547,7.1385884
6_23-15h,23-15h,11,123,PC,-15.033335,8.617756
4_23-15h,23-15h,3,125,PC*,-8.345568,-6.3536386
5_23-15h,23-15h,3,127,MP*2,2.6962101,4.577395
7_23-15h,23-15h,2,-1,PSI*,-6.202116,-11.852446
8_23-15h,23-15h,2,126,PC*,-8.685708,-5.098421
1000_23-15h,23-15h,137,7,mixed,23.3701,6.2226562
0_23-16h,23-16h,5,124,MP*1,6.3014293,5.907716
2_23-16h,23-16h,5,124,MP*1,7.702316,5.482394
3_23-16h,23-16h,3,-1,PC,-13.774891,7.766707
4_23-16h,23-16h,2,-1,PC,-15.740031,8.950428
5_23-16h,23-16h,2,-1,PC,-13.264144,6.61097
6_23-16h,23-16h,2,125,PC*,-8.207401,-6.266624
1000_23-16h,23-16h,161,7,mixed,23.111942,7.8637905
1000_23-17h,23-17h,180,7,mixed,15.495426,-11.981597
1000_23-18h,23-18h,180,7,mixed,15.250151,-12.087927
1000_23-19h,23-19h,180,7,mixed,15.7615385,-11.54299
1000_23-20h,23-20h,180,7,mixed,15.764439,-11.920208
1000_23-21h,23-21h,180,7,mixed,15.765663,-11.920301
1000_23-22h,23-22h,180,7,mixed,15.765019,-11.918818
1000_23-23h,23-23h,180,7,mixed,16.314575,-11.787516
1000_26-00h,26-00h,180,7,mixed,15.967535,-11.746095
1000_26-01h,26-01h,180,7,mixed,15.7673,-11.916776
1000_26-02h,26-02h,180,7,mixed,16.140644,-11.832498
1000_26-03h,26-03h,180,7,mixed,16.175394,-11.963964
1000_26-04h,26-04h,180,7,mixed,15.60462,-11.366829
0_26-05h,26-05h,2,-1,MP*1,5.1212907,6.014508
3_26-05h,26-05h,2,-1,MP*1,6.5190964,6.3811307
4_26-05h,26-05h,2,-1,mixed,6.1528926,5.6382456
7_26-05h,26-05h,2,129,MP*2,2.7908103,4.3035064
1000_26-05h,26-05h,172,7,mixed,23.05817,8.19496
0_26-06h,26-06h,4,129,MP*2,2.541791,4.499526
1_26-06h,26-06h,4,130,PC,-15.886765,8.895546
2_26-06h,26-06h,12,131,PC,-15.465238,7.3003078
3_26-06h,26-06h,8,132,MP*1,8.450047,6.6454673
5_26-06h,26-06h,9,-1,PC*,-8.163849,-8.600414
6_26-06h,26-06h,2,-1,MP*2,-3.451522,-2.5483997
7_26-06h,26-06h,2,133,MP*1,7.793857,5.615168
8_26-06h,26-06h,2,-1,PC*,-8.953571,-6.210734
9_26-06h,26-06h,3,134,MP*1,5.2789445,8.121023
10_26-06h,26-06h,2,135,MP*1,4.854648,5.3382254
11_26-06h,26-06h,2,-1,PC*,-9.08011,-6.763219
12_26-06h,26-06h,2,-1,MP*2,-3.638216,-2.6401432
13_26-06h,26-06h,2,133,MP*1,5.378878,6.731472
14_26-06h,26-06h,2,136,MP*2,1.6023666,5.938157
15_26-06h,26-06h,2,-1,PC,-13.525472,6.07907
16_26-06h,26-06h,2,137,PC,-13.374899,5.8528266
17_26-06h,26-06h,2,-1,PC,-13.846463,7.045755
18_26-06h,26-06h,2,-1,PSI*,-9.93046,-9.338173
19_26-06h,26-06h,2,138,PC,-13.186299,7.7439504
20_26-06h,26-06h,2,-1,PSI*,-8.740263,-10.674681
1000_26-06h,26-06h,112,7,mixed,23.585146,4.385797
0_26-07h,26-07h,2,132,MP*1,6.395578,6.3617306
1_26-07h,26-07h,4,132,MP*1,8.631336,7.038318
2_26-07h,26-07h,6,131,PC,-15.65059,6.9919333
3_26-07h,26-07h,2,136,MP*2,1.5738896,6.000588
4_26-07h,26-07h,2,138,PC,-13.257908,7.650335
5_26-07h,26-07h,12,139,PSI*,-7.8815737,-10.649929
6_26-07h,26-07h,2,-1,PSI*,-8.737205,-10.689951
7_26-07h,26-07h,4,130,PC,-15.895177,8.728935
9_26-07h,26-07h,3,135,MP*1,4.727867,5.2415853
10_26-07h,26-07h,2,133,MP*1,7.7541404,5.528326
11_26-07h,26-07h,2,137,PC,-13.402194,5.986977
12_26-07h,26-07h,2,-1,PSI*,-7.985465,-9.781228
13_26-07h,26-07h,5,131,PC,-14.107037,6.678324
14_26-07h,26-07h,2,134,MP*1,5.231134,8.177778
1000_26-07h,26-07h,130,7,mixed,23.40269,6.0070553
9_26-08h,26-08h,15,140,MP*1,8.339633,6.5727634
1_26-08h,26-08h,29,131,PC,-15.164878,7.4433193
